headline,link,description,time,SubCategory,Category
মহিপুরে দায়িত্বরত অবস্থায় পুলিশের এসআইয়ের মৃত্যু,https://banglanews24.com/national/news/bd/860689.details,"পটুয়াখালী: পটুয়াখালীর মহিপুরে দায়িত্বরত অবস্থায় সাইদুর রহমান (৪৪) নামে পুলিশের এক উপ-পরিদর্শকের (এসআই) মৃত্যু হয়েছে।
মঙ্গলবার (১","June 1, 2021",Crime,Law & Order
পটুয়াখালীর নতুন ডিসি কামাল হোসেন,https://banglanews24.com/national/news/bd/860634.details,পটুয়াখালী: পটুয়াখালী জেলায় নতুন জেলা প্রশাসক (ডিসি) পদে জনপ্রশাসন মন্ত্রণালয়ের উপসচিব মোহাম্মদ কামাল হোসেনকে নিযুক্ত করা হয়েছে।,"May 31, 2021",Miscellaneous,Miscellaneous
পটুয়াখালীতে ক্ষতিগ্রস্ত বেড়িবাঁধ পরিদর্শনে সিনিয়র সচিব কবির,https://banglanews24.com/coastal-area/news/bd/860603.details,পটুয়াখালী: পটুয়াখালীতে ঘূর্ণিঝড় ইয়াসের আঘাতের ক্ষতিগ্রস্ত বেড়িবাঁধ পরিদর্শন করলেন পানিসম্পদ মন্ত্রণালয়ের সিনিয়র সচিব কবির বিন,"May 31, 2021",Miscellaneous,Miscellaneous
"কন্যার মা হলেন ‘পাগলী’, বাবা কে?",https://banglanews24.com/national/news/bd/860582.details,পটুয়াখালী: সারারাত প্রসববেদনায় কাতরিয়ে সোমবার (৩১ মে) ভোরে ফুটফুটে কন্যা সন্তানের জন্ম দিয়েছেন মানসিক ভারসাম্যহীন এক নারী।  তবে,"May 31, 2021",Miscellaneous,Miscellaneous
কলাপাড়ায় টেকসই বেড়িবাঁধ নির্মাণের দাবিতে মানববন্ধন,https://banglanews24.com/national/news/bd/860242.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলায় টেকসই বেড়িবাঁধ নির্মাণের দাবিতে মানববন্ধন করেছেন পানিবন্দি থাকা ভুক্তভোগী সাধারণ,"May 29, 2021",Movement,Politics & Movement
পটুয়াখালীতে রেড ক্রিসেন্টের ত্রাণসামগ্রী বিতরণ শুরু,https://banglanews24.com/national/news/bd/860080.details,পটুয়াখালী: পটুয়াখালীতে ঘূর্ণিঝড় ইয়াস এর প্রভাবে জোয়ারে প্লাবিত উপকূলীয় বিভিন্ন এলাকার ক্ষতিগ্রস্ত পরিবারের মধ্যে ত্রাণসামগ্রী,"May 28, 2021",Social Welfare,Development & Welfare
রাঙ্গাবালীতে উদ্ধারকৃত হরিণ ছেড়ে দেওয়া হবে সোনার চরে,https://banglanews24.com/environment-biodiversity/news/bd/860010.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলার দ্বীপ এলাকা চরমোন্তাজ থেকে একটি হরিণ উদ্ধার করা হয়েছে। হরিণটি উপজেলার সোনার চরের বনে,"May 28, 2021",Wildlife,Environment & Disaster
"ইয়াসের তাণ্ডবে পটুয়াখালীতে নারীর মৃত্যু, ব্যাপক ক্ষয়ক্ষতি",https://banglanews24.com/national/news/bd/859896.details,পটুয়াখালী: ঘূর্ণিঝড় ইয়াসের তাণ্ডবে ব্যাপক ক্ষয়ক্ষতি হয়ে উপকূলীয় জেলা পটুয়াখালীতে। মাত্রাতিরিক্ত জোয়ারের পানিতে ডুবে এক নারীর,"May 27, 2021",Crime,Law & Order
গলাচিপায় স্বেচ্ছায় শত ফুট ক্ষতিগ্রস্ত বেড়িবাঁধ মেরামত,https://banglanews24.com/national/news/bd/859880.details,পটুয়াখালী: বেসরকারি সংস্থার সহযোগিতায় ঘূর্ণিঝড় ইয়াসের প্রভাবে নদ-নদীর পানি উচ্চতা বৃদ্ধি ফলে ক্ষতিগ্রস্ত পটুয়াখালীর গলাচিপার,"May 27, 2021",Development,Development & Welfare
আশ্রয় কেন্দ্রে সন্তান প্রসব,https://banglanews24.com/coastal-area/news/bd/859800.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলার লালুয়া ইউনিয়নের আশ্রয় কেন্দ্রে পুত্র সন্তানের জন্ম দিয়েছেন সানজিদা (২২) নামে এক গৃহবধূ।,"May 27, 2021",Miscellaneous,Miscellaneous
গলাচিপায় দুর্যোগ মোকাবিলায় সহায়তা পেল ৫০০ দরিদ্র পরিবার,https://banglanews24.com/national/news/bd/859753.details,পটুয়াখালী: পটুয়াখালীর গলাচিপা উপজেলার ছয়টি ইউনিয়নে সেভ দ্যা চিল্ড্রেন এর অর্থায়নে ও বেসরকারি উন্নয়ন সংস্থা জাগো নারীর বাস্তবায়নে,"May 26, 2021",Social Welfare,Development & Welfare
ইয়াস: পটুয়াখালীতে দুর্গতরা সাইক্লোন শেল্টারে,https://banglanews24.com/national/news/bd/859575.details,পটুয়াখালী: ঘূর্ণিঝড় ইয়াসের প্রভাবে পটুয়াখালীর কয়েকটি উপজেলায় বিধ্বস্ত বেড়িবাঁধ দিয়ে স্বাভাবিকের চেয়ে ৩-৪ ফুট উচ্চতায় জোয়ারের,"May 26, 2021",Natural disaster,Environment & Disaster
পটুয়াখালীতে দুই উপজেলায় ২১ গ্রাম প্লাবিত,https://banglanews24.com/climate-nature/news/bd/859487.details,পটুয়াখালী: ঘূর্ণিঝড় ইয়াসের প্রভাবে পটুয়াখালীর কলাপাড়া উপজেলার লালুয়া এলাকায় বিধ্বস্ত বেড়িবাঁধ দিয়ে স্বাভাবিকের চেয়ে তিন থেকে,"May 25, 2021",Natural disaster,Environment & Disaster
ইয়াস মোকাবিলায় পটুয়াখালীতে ৮০৩ আশ্রয়কেন্দ্র প্রস্তুত,https://banglanews24.com/climate-nature/news/bd/859332.details,পটুয়াখালী: বঙ্গোপসাগরে সৃষ্ট ঘূর্ণিঝড় ‘ইয়াস’ মোকাবিলায় উপকূলীয় জেলা পটুয়াখালীতে সব রকম প্রস্তুতি সম্পন্ন করেছে জেলা প্রশাসন।,"May 24, 2021",Natural disaster,Environment & Disaster
ঘূর্ণিঝড় ‘ইয়াস’ মোকাবিলায় পটুয়াখালীতে সর্বোচ্চ প্রস্তুতি,https://banglanews24.com/climate-nature/news/bd/859249.details,পটুয়াখালী: বঙ্গোপসাগরে সৃষ্ট ঘূর্ণিঝড় ‘ইয়াস’ মোকাবিলায় উপকূলীয় জেলা পটুয়াখালীতে সর্বোচ্চ প্রস্তুতি নিয়ে মাঠে নেমেছে জেলা,"May 24, 2021",Natural disaster,Environment & Disaster
দ্বিতীয় বিয়ে করায় স্বামীর পুরুষাঙ্গ কেটে দিলেন স্ত্রী,https://banglanews24.com/national/news/bd/858331.details,"পটুয়াখালী: দ্বিতীয় বিয়ে করায় স্বামী কবির তালুকদারের পুরুষাঙ্গ কেটে দিয়েছেন প্রথম পক্ষের স্ত্রী হাসি বেগম।
মঙ্গলবার (১৮ মে) মধ্য","May 19, 2021",Crime,Law & Order
ঢাকা-পটুয়াখালী রুটে লঞ্চ চালুর দাবিতে বিক্ষোভ-স্মারকলিপি,https://banglanews24.com/national/news/bd/858314.details,"পটুয়াখালী: ঢাকা-পটুয়াখালী নৌ রুটে যাত্রীবাহী ডাবল ডেকার লঞ্চ চালুর দাবিতে বিক্ষোভ মিছিল ও সমাবেশ করেছেন নৌযান শ্রমিকরা।
বুধবার","May 19, 2021",Transportation,Transportation
পবিপ্রবি’র নতুন ভাইস-চ্যান্সেলর প্রফেসর ড. স্বদেশ চন্দ্র সামন্ত,https://banglanews24.com/education/news/bd/857995.details,পটুয়াখালী: পটুয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের (পবিপ্রবি) নতুন ভাইস-চ্যান্সেলর হিসেবে নিয়োগ পেয়েছেন কৃষি বিজ্ঞানী,"May 17, 2021",Miscellaneous,Miscellaneous
সমুদ্রমন্থনে অপরূপ কুয়াকাটায়,https://banglanews24.com/travellers-notebook/news/bd/857962.details,প্রিয় মানুষের সংস্পর্শ আর প্রিয় স্থানের সৌন্দর্য আমাদের আকৃষ্ট করে সব সময়। করোনাকালে ভ্রমণ অনেকটা স্থবির। তবু নিষেধাজ্ঞা ছাড়া,"May 17, 2021",Tourism,"Commerce,Tourism & Festival"
জেলেদের চাল আত্মসাতের অভিযোগে ইউপি চেয়ারম্যান আটক,https://banglanews24.com/national/news/bd/857845.details,পটুয়াখালী: মৎস্য অবরোধকালীন সময়ে জেলেদের মধ্যে বিতরণের জন্য সামাজিক নিরাপত্তাবেষ্টনী কার্যক্রম ভালনারেবল গ্রুপ ফিডিং (ভিজিএফ),"May 16, 2021",Crime,Law & Order
"রাঙ্গাবালীতে ব্যবসায়ীকে কুপিয়ে হত্যা, গৃহবধূর মরদেহ উদ্ধার",https://banglanews24.com/national/news/bd/857652.details,"পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালীতে মনির শিকদার (৩৫) নামে এক ব্যবসায়ীকে কুপিয়ে হত্যা করেছে দুর্বৃত্তরা। 
শুক্রবার (১৪ মে) রাত সাড়ে","May 15, 2021",Crime,Law & Order
ভরণপোষণ চাওয়ায় বাবার হাত ভেঙে দিল ছেলে,https://banglanews24.com/national/news/bd/856821.details,পটুয়াখালী: পটুয়াখালীর বাউফল উপজেলার সূর্যমনি ইউনিয়নে ছেলের কাছে ভরণপোষণ চাওয়ায় বৃদ্ধ সেকান্দার আলী সিকদারের (৮৪) দুই হাত ভেঙে,"May 10, 2021",Crime,Law & Order
পটুয়াখালীতে বজ্রপাতে যুবকের মৃত্যু,https://banglanews24.com/national/news/bd/856756.details,"পটুয়াখালী: পটুয়াখালী সদর উপজেলায় বজ্রপাতে ইব্রাহিম হাওলাদার (২৫) নামে এক যুবক নিহত হয়েছেন।
রোববার (৯ মে) সকালে উপজেলার","May 9, 2021",Crime,Law & Order
কুয়াকাটায় ভেসে এসেছে ১০ ফুট দৈর্ঘ্যের একটি মৃত ডলফিন,https://banglanews24.com/national/news/bd/856685.details,পটুয়াখালী: পর্যটন কেন্দ্র কুয়াকাটার লেম্পুচর সংলগ্ন সমুদ্র সৈকতে বঙ্গোপসাগরের জোয়ারের ঢেউয়ের সঙ্গে ১০ ফুট দৈর্ঘ্যের একটি মৃত,"May 9, 2021",Tourism,"Commerce,Tourism & Festival"
পায়রা নদী থেকে বৃদ্ধের মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/856586.details,পটুয়াখালী: পটুয়াখালী সদর উপজেলার ছোটবিঘাই ইউনিয়নের পায়রা নদী থেকে অজ্ঞাত পরিচয় এক বৃদ্ধার (৭০) অর্ধগলিত মরদেহ উদ্ধার করেছে পুলিশ।,"May 8, 2021",Crime,Law & Order
রাঙ্গাবালীতে বজ্রপাতে যুবকের মৃত্যু,https://banglanews24.com/national/news/bd/856493.details,"পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালীতে বজ্রপাতে হাফিজুর রহমান (২০) নামে এক যুবক নিহত হয়েছেন।
শনিবার (০৮ মে) দুপুরে রাঙ্গাবালী দক্ষিণ","May 8, 2021",Crime,Law & Order
মির্জাগঞ্জে সড়ক দুর্ঘটনায় যুবক নিহত,https://banglanews24.com/national/news/bd/856455.details,পটুয়াখালী: পটুয়াখালীর মির্জাগঞ্জে মোটরসাইকেল নিয়ন্ত্রণ হারিয়ে রফিকুল ইসলাম (৩৫) নামে এক যুবক নিহত হয়েছেন। শুক্রবার (৭ মে) রাত ৮টায়,"May 8, 2021",Transportation,Transportation
"ভিজিএফ চালের বদলে নগদ টাকা, কমছে অনিয়ম দুর্নীতি",https://banglanews24.com/national/news/bd/856272.details,পটুয়াখালী: পবিত্র ঈদুল ফিতর উপলক্ষে ভালনারেবল গ্রুপ ফিডিং (ভিজিএফ) কর্মসূচির আওতায় প্রতিবছর চাল বিতরণ করা হতো। এবার ব্যতিক্রমী,"May 6, 2021",Politics,Politics & Movement
দুমকিতে হতদরিদ্রদের ঈদ সামগ্রী দিলো সেনাবাহিনী,https://banglanews24.com/national/news/bd/856264.details,"পটুয়াখালী: পটুয়াখালীর দুমকি উপজেলায় ৬৫০ জন হতদরিদ্র মানুষের মধ্যে ঈদ সামগ্রী বিতরণ করেছে বাংলাদেশ সেনাবাহিনী। 
বৃহস্পতিবার (৬ মে)","May 6, 2021",Religion,Religion
পটুয়াখালী সন্ধানীতে ফ্রিজ দিলেন আ’লীগ নেতা,https://banglanews24.com/national/news/bd/856185.details,পটুয়াখালী: পটুয়াখালী মেডিক্যাল কলেজে সন্ধানী রক্তদান ইউনিটের কার্যক্রমকে গতিশীল ও সেবা সহজীকরণের লক্ষে আধুনিক প্রযুক্তির,"May 6, 2021",Agriculture,Agriculture
গলাচিপায় বজ্রপাতে দু’জনের মৃত্যু,https://banglanews24.com/national/news/bd/856134.details,"পটুয়াখালী: পটুয়াখালীর গলাচিপা উপজেলায় বজ্রপাতে মোস্তাফিজ (১৪) ও মনির আকন (৩৫) নামে দু’জনের মৃত্যু হয়েছে।
বৃহস্পতিবার (০৬ মে) সকালে","May 6, 2021",Crime,Law & Order
স্বামী হারানোর ১ যুগেও জোটেনি সরকারি কোনো ভাতা,https://banglanews24.com/national/news/bd/855423.details,"পটুয়াখালী: ‘আমি আমার একটা পোলা লইয়া মানসের জায়গায় থাহি, একটা ঘর নাই, ভাঙা একটা ছাপড়ার মধ্যে থাহি, রাইতে ঘুমাইতে পারি না, বৃষ্টির দিনে","May 2, 2021",Miscellaneous,Miscellaneous
কলাপাড়ায় মোটরসাইকেল দুর্ঘটনায় নিহত ছাত্রলীগ কর্মী,https://banglanews24.com/politics/news/bd/855386.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলায় মোটরসাইকেল দুর্ঘটনায় সিয়াম হোসেন আপন (১৬) নামে এক ছাত্রলীগ কর্মী নিহত হয়েছে।
শনিবার (০১ মে)","May 2, 2021",Crime,Law & Order
পটুয়াখালীতে সড়ক দুর্ঘটনায় ২ যুবক নিহত,https://banglanews24.com/national/news/bd/855274.details,"পটুয়াখালী: পটুয়াখালী কুয়াকাটা মহাসড়কের ফতুল্লা এলাকায় পিকআপ ভ্যান ও মোটরসাইকেলের মুখোমুখি সংঘর্ষে দুইজন নিহত হয়েছেন।
শনিবার (০১","May 1, 2021",Transportation,Transportation
কলাপাড়ায় ভিজিএফের নয় বস্তা চালসহ একজন আটক,https://banglanews24.com/national/news/bd/854807.details,পটুয়াখালী: পটুয়াখালীর লতাচাপলী ইউনিয়নের ইদ্রিস হাওলাদার নামে এক ব্যক্তির ঘর থেকে ৯ বস্তা সরকারি ত্রাণের চাল জব্দ করেছে মহিপুর,"April 29, 2021",Miscellaneous,Miscellaneous
পটুয়াখালীতে মহিলা আওয়ামী লীগের খাদ্যসামগ্রী বিতরণ,https://banglanews24.com/politics/news/bd/854322.details,পটুয়াখালী: পবিত্র রমজান উপলক্ষে চলমান ‘লকডাউনে’ নিম্ন আয়ের পরিবারের মধ্যে প্রধানমন্ত্রীর মানবিক সহায়তা হিসেবে খাদ্যসামগ্রী,"April 26, 2021",Social Welfare,Development & Welfare
পটুয়াখালীতে ইফতার সামগ্রী বিতরণ,https://banglanews24.com/national/news/bd/853998.details,"পটুয়াখালী: করোনা সংক্রমণের হার বেড়ে যাওয়ায় সরকারের দেওয়া বিধি-নিষেধের কারণে বেকায়দায় পড়েছে ভাসমান, ভবঘুরে, ছিন্নমূল, খেটে খাওয়া ও","April 24, 2021",Social Welfare,Development & Welfare
"গলাচিপায় দুই লাখ গলদার রেনু জব্দ, আটক ৫ জনের জেল-জরিমানা",https://banglanews24.com/national/news/bd/853913.details,পটুয়াখালী: পটুয়াখালী জেলার গলাচিপার সিদ্দিক প্যাদা রোড এলাকায় গলদা চিংড়ির রেনু পোনা ক্রয় ও বিক্রয়ের দায়ে পাঁচ জনকে আটক করে বিভিন্ন,"April 24, 2021",Miscellaneous,Miscellaneous
পুরো রমজানে ইফতার বিতরণ করবে পটুয়াখালী ছাত্রলীগ,https://banglanews24.com/politics/news/bd/853460.details,পটুয়াখালী: পটুয়াখালী জেলা ছাত্রলীগের উদ্যোগে ছিন্নমূল ও খেটে খাওয়া শ্রমজীবী জনগণের মধ্যে ইফতার বিতরণ করা হচ্ছে। এ ইফতার বিতরণ,"April 21, 2021",Social Welfare,Development & Welfare
সাড়ে ৩ মাসে পটুয়াখালীতে ডায়রিয়ায় আক্রান্ত সাড়ে ৭ হাজার,https://banglanews24.com/health/news/bd/853435.details,পটুয়াখালী: পটুয়াখালীতে ডায়রিয়া রোগীর সংখ্যা ক্রমশই বাড়ছে। গত ২৪ ঘণ্টায় ৩০৫ জন রোগী পানিবাহিত রোগে আক্রান্ত হয়ে হাসপাতালের ডায়রিয়া,"April 21, 2021",Healthcare,Health & Education
পটুয়াখালীতে পুলিশ সদস্যদের জন্য সুরক্ষা সামগ্রী উপহার,https://banglanews24.com/national/news/bd/853347.details,পটুয়াখালী: করোনা মোকাবিলায় মাঠপর্যায়ের সম্মুখ যোদ্ধা হিসেবে কর্মরত পটুয়াখালী জেলা পুলিশ সদস্যদের জন্য পুলিশ সুপারের কাছে,"April 21, 2021",Development,Development & Welfare
"রাস্তার পাশেই সাজানো ইফতার, নিতে পারেন যে কেউ",https://banglanews24.com/national/news/bd/852864.details,পটুয়াখালী: নিম্ন আয়ের মানুষের জন্য পটুয়াখালী শহরের বিভিন্ন সড়কে গত কয়েকদিন ধরে ইফতারের প্যাকেট ও পানি সাজিয়ে রেখে পাশেই হাঁটা,"April 18, 2021",Religion,Religion
কলাপাড়ায় ২৭ মণ জাটকাসহ গ্রেফতার ১,https://banglanews24.com/national/news/bd/852809.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলার মহিপুর এলাকা থেকে ২৭ মণ জাটকাসহ একটি ট্রাক জব্দ করেছে পুলিশ। এ সময় ট্রাকচালক নুরুল হুদাকে,"April 18, 2021",Crime,Law & Order
"পটুয়াখালীতে নারী নির্যাতনের ভিডিও ভাইরাল, গ্রেফতার ৯",https://banglanews24.com/national/news/bd/852611.details,পটুয়াখালী: পটুয়াখালীর বাউফল উপজেলার চন্দ্রদ্বীপ ইউনিয়ন পরিষদ নির্বাচনকে কেন্দ্র করে দুই পক্ষের সংঘর্ষের সময় এক নারীকে মধ্যযুগীয়,"April 17, 2021",Crime,Law & Order
লকডাউন: পটুয়াখালীতে কঠোর অবস্থানে প্রশাসন,https://banglanews24.com/national/news/bd/852296.details,পটুয়াখালী: মহামারি করোনার দ্বিতীয় টেউ মোকাবিলায় দ্বিতীয় দফায় সরকার ঘোষিত লকডাউন পালনে পটুয়াখালীতে কঠোর অবস্থানে রয়েছে জেলা,"April 15, 2021",Miscellaneous,Miscellaneous
পটুয়াখালীতে ৭১ জনকে ৩৬ হাজার টাকা জরিমানা,https://banglanews24.com/national/news/bd/852198.details,পটুয়াখালী: করোনা ভাইরাসের (কোভিড-১৯) দ্বিতীয় টেউ মোকাবিলায় সরকার ঘোষিত লকডাউনে স্বাস্থ্যবিধি লঙ্ঘন করার দায়ে প্রথম দিনে জেলায় ১৪টি,"April 15, 2021",Miscellaneous,Miscellaneous
"মাংস কম দেওয়ায় বর ও কনে পক্ষের সংঘর্ষ, আহত ১০",https://banglanews24.com/national/news/bd/851233.details,পটুয়াখালী: পটুয়াখালীর মহিপুরে বিয়ে বাড়িতে মাংস কম দেওয়াকে কেন্দ্র করে কনে ও বর পক্ষের মধ্যে সংঘর্ষে অন্তত ১০ জন আহত হওয়ার ঘটনা,"April 9, 2021",Crime,Law & Order
কলাপাড়া ইউএনও'র ওপর হামলা,https://banglanews24.com/national/news/bd/850628.details,পটুয়াখালী: পটুয়াখালীর কুয়াকাটা পর্যটনকেন্দ্র এলাকায় করোনা নিয়ে জনসচেতনতামূলক প্রচারণা তদারকি করতে গিয়ে সন্ত্রাসী হামলার শিকার,"April 6, 2021",Crime,Law & Order
বাউফলে দুই মোটরসাইকেলের সংঘর্ষে স্কুলছাত্র নিহত,https://banglanews24.com/national/news/bd/850545.details,পটুয়াখালী: পটুয়াখালীর বাউফলে দুই মোটরসাইকেলের সংঘর্ষে  জিহাদ শরিফ (১৭) নামে এক স্কুলছাত্র নিহত হয়েছে। এসময় আহত হয়েছে তার চাচাতো ভাই,"April 6, 2021",Crime,Law & Order
রাঙ্গাবালীতে গাঁজাসহ ২ বিক্রেতা গ্রেফতার,https://banglanews24.com/national/news/bd/850432.details,"পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলা থেকে ৯০০ গাঁজাসহ দুই মাদকবিক্রেতাকে গ্রেফতার করেছে পুলিশ।
সোমবার (৫ এপ্রিল) সকাল ১১টার","April 5, 2021",Crime,Law & Order
কুয়াকাটা পর্যটন কেন্দ্র বন্ধ ঘোষণা,https://banglanews24.com/tourism/news/bd/849468.details,পটুয়াখালী: দেশের দীর্ঘতম সমুদ্র সৈকত কুয়াকাটায় সকল হোটেল মোটেলে অনির্দিষ্টকালের জন্য পর্যটকদের অবস্থান বন্ধ ঘোষণা করেছে জেলা,"March 31, 2021",Tourism,"Commerce,Tourism & Festival"
বঙ্গোপসাগরে ট্রলারসহ ৫ দস্যু আটক,https://banglanews24.com/national/news/bd/848910.details,পটুয়াখালী: কুয়াকাটা সমুদ্র সৈকত থেকে শত কিলোমিটার গভীর সমুদ্রে মহিপুর থানা ও কুয়াকাটা নৌ পুলিশের যৌথ অভিযান চালিয়ে পাঁচ দস্যুকে,"March 28, 2021",Miscellaneous,Miscellaneous
গলাচিপায় মোটরসাইকেল দুর্ঘটনায় নিহত ২,https://banglanews24.com/national/news/bd/848877.details,পটুয়াখালী: পটুয়াখালীর গলাচিপা উপজেলায় গাছের সঙ্গে ধাক্কা খেয়ে মোটরসাইকেলের দুই আরোহী নিহত হয়েছেন। এতে আহত হয়েছেন আরেক আরোহী।,"March 28, 2021",Crime,Law & Order
হঠাৎ করেই পটুয়াখালীতে বেড়েছে ডায়রিয়ায় আক্রান্তের সংখ্যা,https://banglanews24.com/health/news/bd/848161.details,পটুয়াখালী: হঠাৎ করেই পটুয়াখালীতে শুরু হয়েছে ডায়রিয়ার প্রকোপ। গত এক সপ্তাহে অন্তত ৬০ জন রোগী পটুয়াখালী ২৫০ শয্যা জেনারেল হাসপাতালে,"March 24, 2021",Healthcare,Health & Education
কলাপাড়ায় পানিতে ডুবে চাচাতো ভাইবোনের মৃত্যু,https://banglanews24.com/national/news/bd/847939.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলায় পুকুরের পানিতে ডুবে নন্দিনী (৬) ও দেবরাজ (২) নামে দুই শিশুর মৃত্যু হয়েছে। তারা সম্পর্কে চাচাতো,"March 23, 2021",Crime,Law & Order
"পায়রা সেতুর পলেস্তারা ধস, গুজব থেকে সর্তক থাকার আহ্বান প্রকৌশলীর",https://banglanews24.com/national/news/bd/846819.details,পটুয়াখালী: বরিশাল কুয়াকাটা মহাসড়কের দীর্ঘতম সৌন্দর্যমণ্ডিত ও দেশের দ্বিতীয় এক্সটাডোজ ক্যাবল বক্স গার্ডার পায়রা (লেবুখালী) সেতুতে,"March 17, 2021",Development,Development & Welfare
কুয়াকাটা সৈকতে বঙ্গবন্ধুর বালুর ভাস্কর্য উদ্বোধন,https://banglanews24.com/national/news/bd/846815.details,পটুয়াখালী: বঙ্গবন্ধুর ১০১তম জন্মবার্ষিকী ও জাতীয় শিশুদিবস উদযাপন উপলক্ষে সাগরকন্যা খ্যাত সাগরকন্যা খ্যাত পর্যটন নগরী কুয়াকাটা,"March 17, 2021",Tourism,"Commerce,Tourism & Festival"
কুয়াকাটায় বালুর তৈরি বঙ্গবন্ধুর ভাস্কর্য উদ্বোধন বিকেলে,https://banglanews24.com/national/news/bd/846726.details,"পটুয়াখালী: পটুয়াখালী জেলা পুলিশের উদ্যোগে বঙ্গবন্ধুর জন্মদিন, জাতীয় শিশুদিবস এবং মুজিব জন্মশতবর্ষ উদযাপনের লক্ষ্যে সাগরকন্যা","March 17, 2021",Tourism,"Commerce,Tourism & Festival"
পবিপ্রবি স্কয়ারের প্লেন ভাঙায় সব মহলে নিন্দা,https://banglanews24.com/national/news/bd/844978.details,পটুয়াখালী: পটুয়াখালী-বরিশাল মহাসড়কের লেবুখালী ফেরি ঘাটের দক্ষিণ পাড়ে ইউনিভার্সিটি স্কয়ারের প্লেনটি অযত্নে-অবহেলায় ভেঙে ফেলায়,"March 6, 2021",Miscellaneous,Miscellaneous
পটুয়াখালীতে সড়ক দুর্ঘটনায় যুবক নিহত,https://banglanews24.com/national/news/bd/844866.details,"পটুয়াখালী: জেলার পটুয়াখালী গলাচিপা সড়কে মোটরসাইকেল দুর্ঘটনায় রাসেল শিকদার (৩৫) নামে এক ব্যক্তি নিহত হয়েছেন।
শুক্রবার (৫ মার্চ)","March 6, 2021",Transportation,Transportation
রাঙ্গাবালীতে যুবকের ঝুলন্ত মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/844847.details,পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলায় নিজ ঘরের ভেতরে ওড়না পেঁচানো অবস্থায় রুবেল হাওলাদার (১৮) নামে এক কিশোরের ঝুলন্ত মরদেহ,"March 5, 2021",Crime,Law & Order
পায়রা সেতু থেকে পড়ে গিয়ে একজনের মৃত্যু,https://banglanews24.com/national/news/bd/844630.details,পটুয়াখালী: বরিশাল পটুয়াখালী মহাসড়কের লেবুখালী ফেরিঘাটে নির্মাণাধীন পায়রা সেতুর কাজ তদারকির সময় নিচে পড়ে গিয়ে মোস্তাফিজুর রহমান,"March 4, 2021",Crime,Law & Order
কলাপাড়ায় পানিতে ডুবে দুই বোনের মৃত্যু,https://banglanews24.com/national/news/bd/844540.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়া উপজেলায় পুকুরের পানিতে ডুবে চাচাতো দুই বোনের মৃত্যু হয়েছে। বুধবার (৩ মার্চ) বিকেলে কলাপাড়া উপজেলার,"March 4, 2021",Crime,Law & Order
পটুয়াখালীতে জোড়া লাগানো শিশুর জন্ম,https://banglanews24.com/national/news/bd/843912.details,পটুয়াখালী: পটুয়াখালী মেডিক্যাল কলেজ হাসপাতালে প্রথম জোড়া লাগানো শিশুর জন্ম হয়েছে। বর্তমানে শিশু দুটি হাসপাতালের স্পেশাল নবজাতক,"February 28, 2021",Miscellaneous,Miscellaneous
ডিসির মোবাইলে মেসেজ দিয়ে ল্যাপটপ পেলেন মনোয়ার,https://banglanews24.com/national/news/bd/843321.details,পটুয়াখালী: পটুয়াখালীতে জেলা প্রশাসকের (ডিসি) মোবাইলে ল্যাপটপ চেয়ে মেসেজ দেওয়ার পর নিজের হাতে ল্যাপটপ বুঝে পেয়েছেন শারীরিক,"February 25, 2021",Miscellaneous,Miscellaneous
বাউফলে আ'লীগের দুই গ্রুপের সংঘর্ষ,https://banglanews24.com/national/news/bd/842556.details,পটুয়াখালী: পটুয়াখালীর বাউফলে আওয়ামী লীগের দুই গ্রুপের সংঘর্ষে পৌর আওয়ামী লীগের সভাপতি ও নাজিরপুর ইউনিয়ন চেয়ারম্যান,"February 22, 2021",Crime,Law & Order
পটুয়াখালীতে বিনামূল্যে অনলাইনে টিকার নিবন্ধন,https://banglanews24.com/health/news/bd/842544.details,"পটুয়াখালী: বিনামূল্যে অনলাইনে অ্যাপের মাধ্যমে নিবন্ধন, টিকা কার্ড প্রাপ্তি ও তথ্যসহ সাধারণ মানুষকে সার্বিক বিষয়ে সহযোগিতা","February 21, 2021",Healthcare,Health & Education
